PROVINCIA;CANTÓN;MES;DIA;HORA;ZONA;NUM_FALLECIDO;NUM_LESIONADO;TOTAL_VICTIMAS;CLASE;CAUSA
9;0901;3;7;19;1;0;1;1;7;1
9;0901;3;7;19;1;0;1;1;7;10
9;0901;3;7;20;1;0;0;0;3;7
9;0908;3;7;0;2;0;5;5;3;7
9;0911;3;7;1;2;1;0;1;1;4
9;0901;3;7;2;2;0;1;1;7;4
9;0925;3;7;2;1;0;1;1;4;4
12;1207;3;7;4;2;0;1;1;7;4
9;0901;3;7;7;2;0;1;1;7;4
9;0904;3;7;7;2;0;1;1;1;4
12;1207;3;7;8;1;0;2;2;1;4
13;1312;3;7;10;2;0;2;2;7;4
9;0916;3;7;14;2;0;1;1;3;7
9;0916;3;7;14;1;0;1;1;3;7
7;0701;3;7;15;2;0;0;0;7;4
9;0919;3;7;17;1;0;4;4;3;4
13;1309;3;7;19;2;0;0;0;3;4
9;0901;3;7;19;2;0;1;1;1;4
9;0906;3;7;19;2;1;0;1;3;4
23;2301;3;7;19;2;0;1;1;3;4
9;0911;3;7;23;2;0;1;1;1;4
19;1901;3;7;4;2;0;2;2;7;4
17;1703;3;7;4;2;1;0;1;3;4
11;1102;3;7;10;2;0;2;2;3;4
6;0606;3;7;11;2;0;0;0;3;4
6;0604;3;7;17;1;0;0;0;4;4
13;1322;3;7;18;1;0;0;0;1;4
6;0603;3;7;20;2;0;6;6;3;4
10;1001;3;7;21;2;1;0;1;3;4
23;2301;3;1;0;1;0;0;0;1;4
18;1801;3;1;6;1;0;0;0;4;3
13;1308;3;1;7;1;0;0;0;5;4
17;1701;3;1;7;1;0;2;2;3;4
17;1701;3;1;8;1;0;1;1;1;4
17;1701;3;1;8;1;0;0;0;3;7
17;1701;3;1;11;2;0;2;2;3;9
17;1701;3;1;14;1;0;0;0;4;2
11;1101;3;1;15;1;0;0;0;3;7
23;2301;3;1;17;1;0;1;1;1;4
23;2301;3;1;21;1;0;0;0;3;7
23;2301;3;1;21;1;1;0;1;3;7
17;1701;3;1;22;2;0;0;0;4;7
23;2301;3;1;22;1;0;1;1;3;7
17;1701;3;1;23;1;0;1;1;8;3
9;0901;3;1;4;1;0;1;1;7;3
9;0901;3;1;8;1;0;0;0;3;7
9;0901;3;1;11;1;1;0;1;1;4
9;0901;3;1;12;1;0;1;1;3;3
9;0901;3;1;13;1;0;1;1;2;1
9;0901;3;1;15;1;0;1;1;7;9
9;0901;3;1;18;1;0;2;2;5;4
9;0901;3;1;19;1;0;1;1;2;4
24;2403;3;1;7;1;0;1;1;1;4
1;0101;3;1;8;2;0;0;0;3;4
24;2403;3;1;11;1;0;1;1;3;7
9;0912;3;1;12;1;0;1;1;2;5
1;0103;3;1;14;2;0;2;2;7;4
12;1210;3;1;14;2;0;5;5;3;7
17;1703;3;1;16;2;0;1;1;7;4
9;0906;3;1;18;2;0;1;1;1;4
17;1701;3;1;6;2;0;1;1;3;3
17;1703;3;1;16;2;0;0;0;3;4
2;0205;3;1;21;1;0;0;0;3;4
11;1101;3;2;1;1;0;0;0;4;1
17;1701;3;2;6;1;0;0;0;3;7
17;1701;3;2;6;1;1;0;1;2;5
17;1701;3;2;7;1;1;0;1;4;3
18;1801;3;2;7;1;0;0;0;3;7
18;1801;3;2;7;1;0;0;0;3;2
5;0501;3;2;7;2;0;1;1;3;3
17;1701;3;2;8;1;0;1;1;3;3
17;1701;3;2;9;1;0;1;1;2;4
10;1001;3;2;10;1;0;1;1;3;7
17;1701;3;2;12;1;0;0;0;3;4
1;0101;3;2;12;1;0;2;2;3;1
1;0101;3;2;12;1;0;1;1;1;4
23;2301;3;2;14;1;0;1;1;1;4
9;0920;3;2;14;1;0;2;2;7;4
9;0920;3;2;15;1;0;16;16;7;4
17;1701;3;2;16;1;1;0;1;1;4
10;1001;3;2;16;2;0;1;1;1;7
1;0101;3;2;18;1;0;1;1;1;5
23;2301;3;2;19;1;0;1;1;3;1
1;0101;3;2;20;1;0;1;1;3;4
10;1001;3;2;21;1;0;1;1;1;7
18;1801;3;2;21;1;0;1;1;3;7
17;1701;3;2;22;2;0;1;1;3;3
17;1701;3;2;22;1;0;0;0;3;7
9;0901;3;2;0;1;0;0;0;7;3
9;0901;3;2;0;1;0;2;2;3;3
9;0901;3;2;5;1;0;0;0;4;3
9;0901;3;2;9;1;0;0;0;7;3
9;0901;3;2;11;1;0;0;0;4;6
9;0901;3;2;13;1;0;2;2;5;4
9;0901;3;2;13;1;0;1;1;1;3
9;0901;3;2;14;1;0;2;2;3;2
9;0901;3;2;15;1;0;4;4;3;7
9;0901;3;2;17;1;0;1;1;3;7
12;1202;3;2;5;2;0;0;0;7;4
13;1312;3;2;13;2;0;2;2;3;7
23;2301;3;2;13;2;0;1;1;2;5
12;9008;3;2;18;1;0;1;1;1;4
9;0901;3;2;21;2;2;0;2;7;4
13;1306;3;2;21;2;1;0;1;1;4
23;2301;3;2;23;2;0;0;0;7;4
2;0203;3;2;13;1;0;0;0;3;4
6;0601;3;2;17;2;0;0;0;3;3
17;1701;3;2;20;2;0;2;2;3;3
1;0101;3;3;0;1;0;1;1;3;1
11;1101;3;3;2;1;0;0;0;3;1
17;1701;3;3;7;2;0;0;0;3;4
13;1308;3;3;8;1;0;0;0;3;4
1;0101;3;3;8;1;0;2;2;3;4
17;1701;3;3;9;1;0;0;0;3;7
1;0101;3;3;10;1;0;1;1;3;4
11;1101;3;3;11;1;0;1;1;3;4
17;1701;3;3;11;1;0;0;0;3;4
17;1701;3;3;14;1;0;1;1;1;5
23;2301;3;3;14;1;0;3;3;5;4
17;1701;3;3;15;1;0;0;0;8;4
23;2301;3;3;16;1;0;0;0;3;2
13;1308;3;3;16;1;0;3;3;3;4
23;2301;3;3;16;1;0;1;1;3;7
18;1801;3;3;18;1;0;0;0;3;4
17;1701;3;3;19;2;0;1;1;1;5
11;1101;3;3;19;1;0;1;1;3;1
11;1109;3;3;19;1;0;2;2;3;7
17;1701;3;3;21;1;0;1;1;3;7
17;1701;3;3;21;1;0;1;1;3;1
23;2301;3;3;22;1;0;0;0;1;4
11;1101;3;3;22;1;0;0;0;3;1
1;0101;3;3;23;1;0;1;1;3;7
7;0701;3;3;23;1;1;0;1;4;3
9;0901;3;3;6;1;0;1;1;4;3
9;0901;3;3;6;1;0;1;1;3;7
9;0901;3;3;7;1;0;1;1;1;5
9;0901;3;3;10;1;0;2;2;4;10
9;0901;3;3;13;1;0;2;2;1;5
9;0901;3;3;14;1;0;1;1;4;3
9;0901;3;3;14;1;0;1;1;3;3
9;0901;3;3;15;1;0;1;1;7;3
9;0901;3;3;23;1;0;0;0;3;4
12;1201;3;3;5;2;0;6;6;4;4
9;0906;3;3;7;2;0;0;0;4;4
9;0904;3;3;15;2;0;0;0;3;4
9;0906;3;3;16;1;0;1;1;3;7
17;1703;3;3;17;2;0;1;1;3;7
24;2402;3;3;20;1;0;1;1;1;4
18;1807;3;3;7;2;0;1;1;7;4
18;1806;3;3;7;2;0;1;1;7;4
17;1701;3;3;8;2;1;0;1;3;3
11;1102;3;3;12;2;1;0;1;3;4
17;1702;3;3;19;2;0;1;1;3;4
18;1807;3;3;20;2;0;2;2;3;4
17;1701;3;4;2;1;0;0;0;4;4
10;1001;3;4;3;1;0;0;0;1;7
17;1701;3;4;6;1;0;1;1;3;7
5;0501;3;4;6;2;0;1;1;3;4
18;1801;3;4;7;2;0;1;1;4;3
17;1701;3;4;7;1;0;1;1;1;4
17;1704;3;4;7;2;0;0;0;1;4
17;1701;3;4;7;1;0;1;1;3;2
1;0101;3;4;7;1;0;0;0;3;7
17;1701;3;4;9;1;0;0;0;3;2
17;1701;3;4;10;1;0;0;0;3;7
17;1701;3;4;10;1;0;1;1;3;7
6;0601;3;4;10;2;2;0;2;3;7
17;1701;3;4;10;1;0;0;0;3;4
5;0501;3;4;11;1;0;1;1;1;4
17;1701;3;4;12;1;0;0;0;3;4
17;1701;3;4;13;1;0;1;1;1;4
17;1701;3;4;14;1;0;0;0;3;4
17;1701;3;4;14;1;0;0;0;3;4
17;1701;3;4;15;1;0;1;1;1;5
23;2301;3;4;16;1;0;1;1;3;3
13;1308;3;4;17;1;0;0;0;3;4
23;2301;3;4;18;1;0;1;1;3;2
5;0501;3;4;18;1;0;0;0;3;4
9;0907;3;4;19;1;0;1;1;3;4
1;0101;3;4;19;1;0;0;0;3;4
17;1701;3;4;22;1;0;0;0;4;3
5;0501;3;4;23;1;0;1;1;7;3
9;0901;3;4;6;1;0;1;1;3;7
9;0901;3;4;7;1;0;3;3;3;4
9;0901;3;4;7;1;0;0;0;7;10
9;0901;3;4;8;1;0;0;0;3;7
9;0901;3;4;10;1;0;0;0;3;4
9;0901;3;4;13;1;0;1;1;4;4
9;0901;3;4;14;1;0;1;1;1;4
9;0901;3;4;16;1;0;4;4;1;4
9;0901;3;4;19;1;0;1;1;6;3
9;0901;3;4;20;1;0;1;1;3;1
9;0901;3;4;21;1;0;1;1;4;1
9;0901;3;4;22;1;0;1;1;3;4
9;0906;3;4;11;1;0;1;1;3;7
7;0710;3;4;12;2;0;1;1;7;4
1;0110;3;4;15;2;0;2;2;3;4
9;0904;3;4;15;2;0;3;3;3;7
9;0903;3;4;16;2;1;1;2;3;4
24;2402;3;4;17;1;0;1;1;3;7
7;0709;3;4;19;2;0;0;0;3;4
7;0702;3;4;23;2;0;0;0;7;4
14;1405;3;4;9;1;1;0;1;1;4
18;1807;3;4;20;2;0;0;0;3;4
13;1308;3;5;0;2;0;0;0;7;3
17;1701;3;5;0;1;0;0;0;3;1
5;0501;3;5;0;1;0;1;1;1;3
18;1801;3;5;7;1;0;1;1;7;3
17;1701;3;5;8;1;0;0;0;3;4
17;1701;3;5;8;1;0;0;0;3;4
18;1801;3;5;11;1;0;1;1;5;7
5;0501;3;5;13;2;0;0;0;2;4
12;1201;3;5;13;1;0;1;1;3;4
23;2301;3;5;15;1;0;0;0;3;3
1;0101;3;5;15;1;0;1;1;3;4
5;0501;3;5;15;1;0;1;1;3;4
23;2301;3;5;16;1;0;1;1;3;2
5;0501;3;5;16;2;0;0;0;7;3
5;0501;3;5;16;1;0;1;1;1;3
5;0501;3;5;17;2;0;0;0;3;4
17;1701;3;5;18;1;0;0;0;3;7
17;1701;3;5;19;1;1;0;1;2;5
17;1701;3;5;19;2;0;1;1;3;4
17;1701;3;5;21;1;0;0;0;3;1
12;1201;3;5;21;1;0;1;1;1;3
18;1801;3;5;21;2;0;0;0;3;1
17;1701;3;5;21;2;0;1;1;1;1
17;1701;3;5;23;2;0;0;0;3;3
1;0101;3;5;23;1;0;0;0;4;4
17;1701;3;5;23;2;0;0;0;4;3
9;0901;3;5;2;1;0;1;1;7;3
9;0901;3;5;5;1;0;0;0;3;7
9;0901;3;5;6;1;0;1;1;4;3
9;0901;3;5;11;1;0;1;1;3;7
9;0901;3;5;12;1;0;1;1;1;5
9;0901;3;5;15;1;0;0;0;3;3
9;0901;3;5;16;1;0;1;1;3;4
9;0901;3;5;18;1;0;1;1;3;2
9;0901;3;5;18;1;0;2;2;1;7
9;0901;3;5;20;1;0;2;2;1;3
9;0901;3;5;20;1;0;0;0;3;7
9;0901;3;5;20;1;0;1;1;1;3
9;0901;3;5;21;1;0;2;2;3;4
9;0901;3;5;22;1;0;1;1;1;3
9;0906;3;5;0;1;0;0;0;4;4
12;1210;3;5;4;2;1;0;1;7;4
12;1210;3;5;5;2;0;2;2;5;4
9;0913;3;5;12;2;0;1;1;4;4
9;0910;3;5;16;2;0;3;3;3;7
9;0911;3;5;18;1;0;1;1;2;5
24;2403;3;5;18;1;0;1;1;3;7
9;0921;3;5;19;1;0;2;2;1;4
7;0702;3;5;19;2;0;1;1;3;4
13;1306;3;5;21;2;0;0;0;4;4
7;0712;3;5;21;2;0;0;0;3;4
13;1310;3;5;21;2;0;0;0;3;4
6;0607;3;5;1;1;1;0;1;7;3
6;0605;3;5;5;2;1;0;1;7;4
10;1004;3;5;7;1;0;2;2;7;4
17;1703;3;5;18;2;1;1;2;3;4
17;1703;3;5;23;2;0;0;0;4;4
17;1701;3;6;0;1;0;1;1;7;4
13;1308;3;6;0;1;0;0;0;3;4
17;1701;3;6;0;1;0;0;0;3;3
1;0101;3;6;2;1;0;0;0;7;4
18;1801;3;6;2;2;0;1;1;3;3
17;1701;3;6;3;1;0;1;1;4;4
11;1101;3;6;4;1;0;0;0;4;1
1;0101;3;6;4;1;0;0;0;7;4
9;0907;3;6;5;1;1;0;1;7;4
5;0505;3;6;5;1;0;0;0;4;3
18;1801;3;6;6;1;0;0;0;4;1
17;1701;3;6;8;1;0;0;0;3;4
17;1701;3;6;8;2;1;0;1;3;3
13;1308;3;6;9;1;1;1;2;3;4
23;2301;3;6;9;1;0;1;1;3;7
17;1701;3;6;10;1;0;0;0;3;4
18;1801;3;6;10;1;0;0;0;3;7
17;1701;3;6;10;1;0;0;0;8;7
18;1801;3;6;10;2;0;0;0;5;4
23;2301;3;6;11;1;0;1;1;5;4
7;0701;3;6;11;1;0;2;2;5;3
17;1701;3;6;11;1;0;2;2;3;4
1;0101;3;6;13;1;0;1;1;3;7
1;0101;3;6;13;2;1;0;1;7;4
17;1701;3;6;13;1;0;0;0;3;7
18;1801;3;6;15;1;0;0;0;3;4
23;2301;3;6;17;2;0;1;1;7;3
17;1701;3;6;18;1;0;0;0;3;4
5;0501;3;6;18;1;0;2;2;3;4
17;1701;3;6;19;2;0;0;0;4;2
1;0101;3;6;19;1;0;1;1;3;1
11;1101;3;6;19;1;0;0;0;4;1
17;1701;3;6;20;2;0;1;1;3;4
17;1701;3;6;20;1;0;0;0;3;1
17;1701;3;6;21;1;0;0;0;3;1
17;1701;3;6;21;2;0;0;0;3;1
1;0101;3;6;21;1;0;0;0;4;4
12;1201;3;6;21;1;0;1;1;4;4
18;1801;3;6;21;1;0;0;0;3;7
17;1701;3;6;22;1;0;0;0;7;3
1;0101;3;6;22;1;0;3;3;3;1
23;2301;3;6;23;1;0;0;0;3;4
23;2301;3;6;23;1;0;0;0;4;8
9;0901;3;6;1;1;0;1;1;3;3
9;0901;3;6;1;1;0;1;1;3;4
9;0901;3;6;2;1;0;1;1;7;3
9;0901;3;6;3;1;0;1;1;3;4
9;0901;3;6;6;1;0;1;1;7;1
9;0901;3;6;8;1;0;2;2;3;7
9;0901;3;6;10;1;0;2;2;1;4
9;0901;3;6;11;1;0;1;1;1;3
9;0901;3;6;14;1;0;2;2;3;3
9;0901;3;6;16;1;0;2;2;3;3
9;0901;3;6;16;1;0;1;1;1;3
9;0901;3;6;17;1;0;1;1;3;7
9;0901;3;6;17;1;0;1;1;3;3
9;0901;3;6;18;1;0;1;1;3;7
9;0901;3;6;19;1;0;2;2;1;5
9;0901;3;6;19;1;0;1;1;1;3
9;0901;3;6;19;1;0;0;0;3;3
9;0901;3;6;19;1;0;1;1;7;3
9;0901;3;6;20;1;1;0;1;3;3
9;0901;3;6;22;1;0;3;3;3;3
9;0901;3;6;23;1;0;1;1;1;3
9;0901;3;6;23;1;0;0;0;7;3
9;0901;3;6;23;1;0;1;1;7;4
7;0712;3;6;0;2;0;2;2;7;4
9;0906;3;6;4;2;0;0;0;4;4
9;0912;3;6;6;2;0;1;1;2;5
12;1210;3;6;6;2;1;1;2;3;7
9;0909;3;6;8;1;0;1;1;3;7
9;0921;3;6;9;1;0;3;3;4;4
13;1312;3;6;10;2;0;1;1;3;4
9;0912;3;6;16;2;0;1;1;1;4
9;0908;3;6;17;2;0;1;1;7;4
12;9008;3;6;18;2;0;2;2;7;4
13;1301;3;6;19;2;1;0;1;3;4
9;0918;3;6;19;2;0;2;2;1;4
9;0901;3;6;19;2;0;0;0;6;4
9;0906;3;6;19;2;0;0;0;3;7
9;0911;3;6;19;1;0;2;2;3;4
9;0906;3;6;19;1;0;2;2;7;4
23;2301;3;6;19;2;0;2;2;5;4
24;2402;3;6;20;1;0;1;1;2;5
9;0928;3;6;20;2;1;0;1;3;7
9;0916;3;6;20;2;0;1;1;2;5
13;1321;3;6;21;2;0;3;3;4;4
9;0908;3;6;21;2;0;3;3;3;7
9;0901;3;6;22;2;0;0;0;3;7
9;0911;3;6;22;1;0;2;2;3;7
17;1702;3;6;1;2;0;0;0;1;4
17;1701;3;6;2;2;1;0;1;4;4
17;1701;3;6;3;2;0;1;1;7;10
17;1703;3;6;6;2;0;4;4;1;4
17;1701;3;6;10;2;0;0;0;3;4
6;0605;3;6;11;2;1;1;2;7;4
17;1701;3;6;12;2;1;0;1;3;3
6;0601;3;6;18;2;0;3;3;4;4
6;0601;3;6;19;2;0;1;1;1;3
13;1308;3;6;20;2;1;0;1;6;4
6;0607;3;6;21;2;0;0;0;3;4
6;0605;3;6;21;2;0;1;1;7;4
6;0603;3;6;23;2;1;0;1;3;1
13;1308;3;7;0;1;0;1;1;3;4
13;1308;3;7;1;1;0;0;0;7;3
17;1701;3;7;1;1;0;0;0;4;4
11;1101;3;7;2;1;0;0;0;3;7
17;1701;3;7;2;1;0;1;1;3;7
13;1308;3;7;2;1;0;1;1;4;3
18;1801;3;7;3;2;1;0;1;1;3
1;0101;3;7;3;1;0;0;0;4;4
17;1701;3;7;3;1;0;1;1;7;4
13;1308;3;7;3;1;0;0;0;3;4
23;2301;3;7;5;1;1;0;1;3;3
5;0501;3;7;5;2;0;1;1;7;3
23;2301;3;7;6;1;0;0;0;1;4
13;1301;3;7;6;1;0;0;0;4;4
17;1701;3;7;7;1;0;1;1;3;1
18;1801;3;7;7;1;0;2;2;3;7
17;1701;3;7;8;1;0;1;1;3;4
18;1801;3;7;8;1;0;1;1;1;4
17;1701;3;7;9;1;0;0;0;4;3
1;0101;3;7;9;2;0;1;1;1;4
17;1701;3;7;11;1;0;0;0;4;6
17;1701;3;7;11;1;0;0;0;5;1
13;1308;3;7;12;1;0;0;0;3;4
17;1701;3;7;13;1;0;1;1;1;5
18;1801;3;7;14;2;0;1;1;1;1
17;1701;3;7;15;1;0;0;0;8;6
23;2301;3;7;15;1;0;0;0;4;3
13;1309;3;7;16;1;0;0;0;7;3
17;1701;3;7;16;1;0;1;1;3;2
1;0101;3;7;17;1;0;1;1;3;7
13;1308;3;7;18;1;0;1;1;3;4
1;0101;3;7;19;2;0;1;1;3;4
17;1701;3;7;19;1;0;0;0;4;3
5;0501;3;7;19;1;0;0;0;1;3
17;1701;3;7;20;1;0;0;0;8;7
17;1701;3;7;20;2;0;0;0;3;2
17;1701;3;7;21;1;0;1;1;3;1
23;2301;3;7;22;1;0;0;0;3;3
9;0901;3;7;0;1;0;0;0;3;7
9;0901;3;7;1;1;0;1;1;7;3
9;0901;3;7;2;1;0;0;0;7;4
9;0901;3;7;2;1;0;0;0;7;3
9;0901;3;7;3;1;0;0;0;3;4
9;0901;3;7;4;1;0;1;1;1;3
9;0901;3;7;6;1;0;1;1;1;3
9;0901;3;7;7;1;0;0;0;3;7
9;0901;3;7;7;1;0;0;0;4;1
9;0901;3;7;9;1;0;1;1;3;3
9;0901;3;7;10;1;0;3;3;3;7
9;0901;3;7;15;1;0;1;1;3;3
9;0901;3;7;16;1;0;1;1;7;3
9;0901;3;7;16;1;1;0;1;3;3
9;0901;3;7;16;1;0;1;1;1;3
9;0901;3;7;19;1;0;1;1;7;3
9;0901;3;7;19;1;0;1;1;3;3
9;0901;3;7;20;1;0;3;3;7;3
9;0901;3;7;20;1;0;1;1;1;3
1;0101;3;7;1;2;0;0;0;5;4
9;0916;3;7;4;2;0;1;1;4;4
12;1203;3;7;4;2;0;0;0;3;7
23;2302;3;7;5;1;0;3;3;4;4
12;1204;3;7;6;2;0;4;4;3;7
9;0908;3;7;8;1;0;1;1;7;4
1;0105;3;7;10;2;0;0;0;7;4
9;0920;3;7;11;2;0;1;1;3;4
9;0912;3;7;11;2;0;1;1;3;7
9;0911;3;7;14;2;0;1;1;5;4
9;0901;3;7;14;2;0;0;0;3;4
12;1207;3;7;15;1;0;1;1;7;4
9;0918;3;7;16;2;0;1;1;3;4
7;0712;3;7;17;2;0;2;2;3;7
24;2401;3;7;17;1;0;1;1;2;5
24;2401;3;7;18;1;1;0;1;1;4
9;0906;3;7;18;2;0;1;1;3;7
1;0101;3;7;18;2;0;1;1;3;4
13;1301;3;7;19;2;0;0;0;3;7
9;0922;3;7;19;1;0;2;2;3;7
13;1301;3;7;19;2;0;1;1;1;4
1;0101;3;7;21;2;1;0;1;1;4
7;0706;3;7;23;2;0;3;3;1;4
9;0916;3;7;23;2;0;1;1;1;4
10;1001;3;7;0;2;1;0;1;1;4
13;1317;3;7;8;2;1;0;1;3;4
19;1907;3;7;8;2;0;1;1;3;3
8;0804;3;7;13;2;0;0;0;3;4
6;0609;3;7;17;2;2;0;2;3;4
22;2201;3;7;19;2;1;0;1;4;3
3;0304;3;7;19;2;0;2;2;3;4
18;1807;3;7;20;2;0;0;0;3;1
19;1901;3;7;21;2;1;1;2;3;1
13;1301;3;7;21;1;0;0;0;4;9
17;1702;3;7;23;2;0;0;0;7;3
17;1701;3;7;23;2;0;0;0;5;1
17;1701;3;1;0;1;0;0;0;4;4
17;1701;3;1;5;1;0;1;1;3;4
17;1701;3;1;6;1;0;0;0;8;7
18;1801;3;1;7;2;0;4;4;3;3
18;1801;3;1;8;1;0;1;1;3;7
17;1701;3;1;9;1;0;3;3;3;2
8;0801;3;1;9;2;0;0;0;7;3
8;0801;3;1;11;1;0;0;0;3;7
23;2301;3;1;11;1;0;1;1;3;3
17;1701;3;1;13;1;0;1;1;1;5
17;1701;3;1;14;1;0;0;0;3;4
18;1801;3;1;15;1;0;0;0;3;2
23;2301;3;1;15;1;0;2;2;3;7
13;1308;3;1;16;1;0;0;0;3;4
1;0101;3;1;16;1;0;1;1;2;5
17;1701;3;1;17;2;0;0;0;3;2
18;1801;3;1;18;1;0;0;0;3;4
17;1701;3;1;18;1;0;0;0;8;1
5;0501;3;1;18;1;0;2;2;3;3
1;0101;3;1;19;1;0;0;0;3;7
23;2301;3;1;19;1;0;0;0;3;2
11;1101;3;1;19;2;0;1;1;3;4
5;0501;3;1;21;2;1;0;1;7;3
17;1701;3;1;22;1;0;0;0;4;3
9;0901;3;1;0;1;0;1;1;3;2
9;0901;3;1;3;1;0;1;1;3;3
9;0901;3;1;4;1;0;1;1;7;3
9;0901;3;1;6;1;0;1;1;1;3
9;0901;3;1;6;1;0;1;1;1;3
9;0901;3;1;8;1;0;2;2;3;2
9;0901;3;1;9;1;0;1;1;7;10
9;0901;3;1;14;1;0;2;2;3;4
9;0901;3;1;19;1;0;1;1;3;7
9;0901;3;1;19;1;0;0;0;8;10
9;0925;3;1;8;2;0;0;0;7;4
9;0916;3;1;10;2;0;1;1;3;7
13;1312;3;1;12;2;0;1;1;3;7
7;0704;3;1;13;2;0;1;1;3;7
12;1201;3;1;19;2;0;1;1;8;10
9;0920;3;1;19;2;0;2;2;7;4
12;1207;3;1;21;1;0;0;0;5;4
13;1314;3;1;23;2;0;3;3;3;7
17;1705;3;1;6;1;0;0;0;3;3
13;1315;3;1;7;1;0;1;1;3;7
13;1317;3;1;8;2;0;1;1;1;3
17;1701;3;1;23;2;0;1;1;7;1
7;0701;3;2;2;1;0;1;1;7;7
17;1701;3;2;6;2;0;0;0;3;7
17;1704;3;2;6;2;1;0;1;4;4
13;1308;3;2;7;1;0;0;0;3;4
11;1101;3;2;9;1;0;0;0;4;6
23;2301;3;2;10;1;1;1;2;3;7
11;1101;3;2;10;1;0;1;1;3;4
17;1701;3;2;14;2;0;0;0;3;7
17;1701;3;2;14;2;0;0;0;3;3
9;0907;3;2;14;1;0;1;1;8;10
9;0907;3;2;15;1;0;0;0;1;5
9;0907;3;2;15;1;0;2;2;4;1
23;2301;3;2;16;1;0;1;1;3;7
17;1701;3;2;16;2;1;0;1;1;1
17;1701;3;2;16;1;0;0;0;5;2
17;1701;3;2;16;1;0;0;0;3;2
17;1701;3;2;17;1;0;0;0;3;7
17;1701;3;2;18;1;0;1;1;3;7
1;0101;3;2;18;1;0;1;1;1;7
13;1308;3;2;19;1;0;1;1;3;4
17;1701;3;2;22;1;0;2;2;3;1
17;1701;3;2;22;1;0;0;0;3;4
18;1801;3;2;23;1;0;1;1;1;3
9;0901;3;2;7;1;0;1;1;3;7
9;0901;3;2;9;1;0;1;1;2;10
9;0901;3;2;10;1;0;3;3;3;2
9;0901;3;2;10;1;0;1;1;3;4
9;0901;3;2;14;1;0;1;1;1;5
9;0901;3;2;19;1;0;0;0;3;7
9;0914;3;2;0;2;0;2;2;1;4
1;0102;3;2;1;2;0;0;0;7;4
9;0901;3;2;6;2;1;1;2;3;7
9;0911;3;2;6;2;0;1;1;8;10
12;1207;3;2;7;2;0;1;1;3;7
1;0101;3;2;8;2;0;1;1;3;7
1;0108;3;2;10;2;0;4;4;7;4
9;0920;3;2;12;2;0;5;5;3;4
13;1312;3;2;12;2;0;2;2;3;7
9;0914;3;2;13;2;0;3;3;3;4
9;0911;3;2;14;2;0;2;2;3;4
12;1212;3;2;15;2;0;1;1;3;4
9;0928;3;2;17;2;0;1;1;3;7
9;0925;3;2;18;2;0;1;1;3;7
9;0916;3;2;19;2;0;2;2;3;4
9;0911;3;2;20;2;0;0;0;8;10
22;2201;3;2;11;2;0;0;0;3;3
6;0603;3;2;12;1;0;1;1;5;4
23;2301;3;3;0;1;0;1;1;4;8
23;2301;3;3;0;1;0;0;0;4;3
18;1801;3;3;7;1;0;0;0;3;3
17;1701;3;3;7;2;0;1;1;3;4
18;1801;3;3;7;1;0;1;1;1;4
13;1308;3;3;7;1;0;1;1;3;4
17;1701;3;3;8;1;0;0;0;3;4
1;0101;3;3;8;1;0;1;1;1;5
10;1002;3;3;9;1;0;0;0;3;4
9;0907;3;3;9;1;0;0;0;3;4
23;2301;3;3;10;1;0;1;1;3;4
13;1308;3;3;10;1;0;0;0;5;4
17;1701;3;3;12;1;1;0;1;1;5
5;0501;3;3;14;2;0;0;0;3;4
23;2301;3;3;14;1;0;1;1;3;7
17;1701;3;3;15;1;0;0;0;3;2
13;1301;3;3;16;1;0;0;0;3;4
17;1701;3;3;16;1;0;1;1;1;4
17;1701;3;3;16;1;0;2;2;1;5
13;1301;3;3;17;1;0;1;1;3;4
1;0101;3;3;17;1;0;0;0;8;10
1;0101;3;3;19;1;0;0;0;7;4
17;1701;3;3;20;1;0;0;0;3;3
17;1701;3;3;21;1;0;0;0;4;3
17;1701;3;3;21;1;0;0;0;4;1
13;1301;3;3;23;1;0;0;0;8;4
9;0901;3;3;2;1;0;2;2;7;3
9;0901;3;3;6;1;0;1;1;3;3
9;0901;3;3;7;1;0;1;1;7;3
9;0901;3;3;8;1;0;2;2;3;4
9;0901;3;3;9;1;0;4;4;3;7
9;0901;3;3;9;1;0;1;1;7;9
9;0901;3;3;9;1;0;1;1;4;3
9;0901;3;3;16;1;0;0;0;1;3
9;0901;3;3;16;1;0;0;0;4;3
9;0901;3;3;18;1;0;1;1;7;2
9;0901;3;3;19;1;0;1;1;1;3
9;0901;3;3;20;1;0;0;0;7;3
9;0901;3;3;21;1;0;0;0;3;3
13;1321;3;3;2;2;0;1;1;4;4
9;0901;3;3;3;2;2;3;5;3;7
9;0920;3;3;8;2;1;0;1;1;4
7;0702;3;3;11;2;0;4;4;7;4
24;2403;3;3;13;1;0;3;3;3;4
9;0912;3;3;13;2;0;1;1;7;4
9;0911;3;3;14;2;0;1;1;3;4
9;0916;3;3;19;2;0;1;1;3;4
9;0906;3;3;19;2;0;0;0;8;10
1;0103;3;3;21;2;0;1;1;7;4
7;0712;3;3;21;2;0;0;0;3;4
7;0702;3;3;22;2;0;0;0;7;4
9;0916;3;3;23;2;0;1;1;2;5
17;1701;3;3;17;2;2;0;2;3;3
17;1701;3;3;21;1;0;1;1;3;4
13;1308;3;4;0;1;0;0;0;3;4
